,Sentiment
2024-05-05,0.06856986781224578
2024-05-06,0.12381199030737672
2024-05-07,0.1066624540801624
2024-05-08,-0.14011841281721693
2024-05-09,-0.030422074834679208
2024-05-10,-0.13880647966857496
2024-05-11,-0.10590576607920608
2024-05-12,0.147703849860421
2024-05-13,-0.010843213746727143
2024-05-14,0.014143240737064355
2024-05-15,-0.12862161390889115
2024-05-16,-0.0750912855804816
2024-05-17,-0.10790153262885203
2024-05-18,-0.11752553419262944
2024-05-19,0.055184317326388066
2024-05-20,-0.09724646094171407
2024-05-21,0.05280619440816736
2024-05-22,-0.17661815435657846
2024-05-23,-0.14329024258915926
2024-05-24,-0.09018389839994985
2024-05-25,0.03881876675827667
2024-05-26,0.0703364980349504
2024-05-27,-0.022913213288189155
2024-05-28,-0.0216836341691084
2024-05-29,0.08980674055944726
2024-05-30,-0.19367156329376703
2024-05-31,-0.06356399021031178
2024-06-01,0.12748282284769313
2024-06-02,0.0412877640853489
2024-06-03,-0.06510914689783184
2024-06-04,0.16220991693186954
2024-06-05,0.10904909097975302
2024-06-06,-0.09404182110530664
2024-06-07,0.05811593501028678
2024-06-08,0.03830029127558268
2024-06-09,-0.03952483438440693
2024-06-10,-0.05321756831807975
2024-06-11,-0.06257581008971844
2024-06-12,0.04686231335825872
2024-06-13,-0.023036025407732197
2024-06-14,0.1327452453005688
2024-06-15,0.06784104645358474
2024-06-16,-0.17202735771622635
2024-06-17,0.05606728953126644
2024-06-18,-0.09154102539992609
2024-06-19,0.037124796661369086
2024-06-20,0.07205277244138053
2024-06-21,-0.10766832433839518
2024-06-22,-0.01725654204785254
2024-06-23,-0.12387005487237289
2024-06-24,-0.1790644496853967
2024-06-25,-0.04860943060565237
2024-06-26,-0.05482229126160321
2024-06-27,0.19819219628170281
2024-06-28,-0.021459059520943125
2024-06-29,-0.06657218021111985
2024-06-30,0.032190002686669855
2024-07-01,-0.16449304235689263
2024-07-02,0.18466629438192528
2024-07-03,0.053984018236413245
2024-07-04,0.10193512797633913
2024-07-05,-0.13180882473043298
2024-07-06,-0.036208858797918436
2024-07-07,-0.030924354641524182
2024-07-08,0.12872257756043476
2024-07-09,-0.19950532809623622
2024-07-10,-0.07965875665869798
2024-07-11,0.19249454973772157
2024-07-12,-0.010045382597512559
2024-07-13,-0.04698948790239671
2024-07-14,-0.15206839919294146
2024-07-15,0.18966585145120624
2024-07-16,-0.19198945762967023
2024-07-17,0.09487209000289726
2024-07-18,0.10743992191540336
2024-07-19,-0.10253731357445335
2024-07-20,0.0686233774452149
2024-07-21,-0.16282834224824405
2024-07-22,-0.09718109342716806
2024-07-23,0.11516079531690598
2024-07-24,0.1458744768134161
2024-07-25,0.043394565063916535
2024-07-26,0.0027353727281930473
2024-07-27,-0.13627839175240788
2024-07-28,-0.17475638676833993
2024-07-29,-0.15294038861057657
2024-07-30,-0.1090570799615605
2024-07-31,-0.06333019924123168
2024-08-01,-0.047636189795605105
2024-08-02,-0.061471292564398594
2024-08-03,-0.10437786712109376
2024-08-04,0.0038896987006792616
2024-08-05,0.13011444329315874
2024-08-06,-0.08811858461140831
2024-08-07,0.17695480764089327
2024-08-08,0.14933466468953915
2024-08-09,-0.13529431545915616
2024-08-10,0.11451038270283781
2024-08-11,0.02983495292710664
2024-08-12,0.026630144868567435
2024-08-13,-0.04358289477673022
2024-08-14,0.0004611996728038914
2024-08-15,-0.04112848902831559
2024-08-16,0.01589304750397713
2024-08-17,0.05118002110905434
2024-08-18,0.06972152256361935
2024-08-19,0.01299247702377046
2024-08-20,0.0885688269314927
2024-08-21,-0.1434887802897977
2024-08-22,-0.11520700363910459
2024-08-23,0.1274940016297081
2024-08-24,-0.07098880886143394
2024-08-25,-0.1908424700095519
2024-08-26,-0.13848354013278757
2024-08-27,-0.11055422620147551
2024-08-28,0.18292915515783487
2024-08-29,0.029216571572339728
2024-08-30,0.17309229619050193
2024-08-31,0.03006534019864998
2024-09-01,-0.008258223944859283
2024-09-02,-0.07450892352236158
2024-09-03,0.04254837777335024
2024-09-04,-0.14432079015298807
2024-09-05,0.1593046509170824
2024-09-06,0.13173296205651347
2024-09-07,-0.07298742084930518
2024-09-08,0.18111901104051775
2024-09-09,0.13008030696622724
2024-09-10,0.06652275433401589
2024-09-11,-0.1512952355498901
2024-09-12,-0.008706390780771095
2024-09-13,0.0024430219387003294
2024-09-14,-0.10697945665384796
2024-09-15,-0.16801384225627924
2024-09-16,0.1106894521886771
2024-09-17,-0.151185979150242
2024-09-18,0.0377163002247099
2024-09-19,0.1745796695534642
2024-09-20,0.15044207703921703
2024-09-21,-0.08889895050029556
2024-09-22,0.14057945502050612
2024-09-23,-0.19986699755180426
2024-09-24,-0.1929248761546971
2024-09-25,0.04102126553714597
2024-09-26,-0.054080712342188225
2024-09-27,-0.04541566353634113
2024-09-28,0.025776436271552988
2024-09-29,-0.12328701776325578
2024-09-30,-0.11529785973380867
2024-10-01,-0.006159365192454136
2024-10-02,0.10170141773754521
2024-10-03,0.047799100563035074
2024-10-04,-0.08105798070526445
2024-10-05,-0.02786512899643151
2024-10-06,-0.13173409658000063
2024-10-07,-0.17014807426516732
2024-10-08,0.11307841629765969
2024-10-09,-0.09384503632472217
2024-10-10,-0.12889344485950072
2024-10-11,0.07664722222772774
2024-10-12,0.0472206697148744
2024-10-13,0.05327585040538563
2024-10-14,-0.10844215806135456
2024-10-15,-0.1069417845749276
2024-10-16,-0.11167894808574436
2024-10-17,-0.1304989617350822
2024-10-18,0.062289469024662536
2024-10-19,0.13920635409976057
2024-10-20,0.08972698787066447
2024-10-21,0.11683745350421731
2024-10-22,-0.03808062836592008
2024-10-23,0.06163031814879927
2024-10-24,-0.05830550382209018
2024-10-25,0.010201848787456003
2024-10-26,-0.007346061386055064
2024-10-27,-0.12924514194245823
2024-10-28,-0.04516849586574767
2024-10-29,0.18552891019294043
2024-10-30,-0.10056789691402318
2024-10-31,-0.1464785054882045
2024-11-01,-0.03256775135042589
2024-11-02,0.11613509434405928
2024-11-03,0.032859291911988914
2024-11-04,0.07238993089529783
2024-11-05,-0.12412206073012913
2024-11-06,0.047579277203088605
2024-11-07,-0.0705998420354105
2024-11-08,0.13372134638190702
2024-11-09,0.05171952240429445
2024-11-10,-0.12045748888988164
2024-11-11,-0.17415332806236555
2024-11-12,-0.1829467162851869
2024-11-13,-0.05143657293994372
2024-11-14,-0.09365954533827461
2024-11-15,0.05843604938500324
2024-11-16,-0.0002664660085526793
2024-11-17,-0.09359228879784771
2024-11-18,-0.14030488881992956
2024-11-19,-0.14912009492502018
2024-11-20,0.1458641568561671
2024-11-21,-0.1026088126380531
2024-11-22,0.060684259164387355
2024-11-23,0.12427437119450652
2024-11-24,0.04563252447389443
2024-11-25,0.14382609265877833
2024-11-26,-0.043042511388610205
2024-11-27,0.18248887625957932
2024-11-28,-0.14674199832876123
2024-11-29,-0.15914018813698477
2024-11-30,0.0634768584829774
2024-12-01,0.17713245656530469
2024-12-02,0.12355338465453125
2024-12-03,-0.16943325622477945
2024-12-04,-0.08825291442611345
2024-12-05,0.17212755393512946
2024-12-06,-0.09877662687968619
2024-12-07,0.11246816951476774
2024-12-08,0.13005287837148155
2024-12-09,-0.0018191586156072748
2024-12-10,-0.04546043606067379
2024-12-11,-0.019950227032096146
2024-12-12,-0.10921412225385435
2024-12-13,0.15575636645153773
2024-12-14,-0.01975213730809683
2024-12-15,0.1529837761824399
2024-12-16,-0.15772260803749039
2024-12-17,0.19531010840005253
2024-12-18,-0.022690765022552684
2024-12-19,-0.18086767184235783
2024-12-20,-0.18479126070501806
2024-12-21,0.09848290299273543
2024-12-22,0.0636142136814723
2024-12-23,0.12085222325103501
2024-12-24,-0.15785298641887763
2024-12-25,-0.18577165318578068
2024-12-26,0.003431715779031397
2024-12-27,-0.04496190740689218
2024-12-28,-0.015221225331617683
2024-12-29,0.19663536354810962
2024-12-30,0.18829998306826806
